100	UNLV	5	23	254	11.04	0	4.6	50.8
101	SouthernMississippi	5	5	57	11.40	0	1.0	11.4
102	Iowa	5	4	46	11.50	0	0.8	9.2
103	MississippiState	5	9	105	11.67	0	1.8	21.0
104	Toledo	5	7	83	11.86	0	1.4	16.6
105	UCF	6	5	60	12.00	1	0.8	10.0
105	VirginiaTech	5	6	72	12.00	0	1.2	14.4
107	Mississippi	6	14	169	12.07	1	2.3	28.2
108	Miami(OH)	5	13	161	12.38	0	2.6	32.2
109	Temple	5	5	62	12.40	0	1.0	12.4
110	FloridaAtlantic	5	9	112	12.44	0	1.8	22.4
111	SouthCarolina	5	6	77	12.83	0	1.2	15.4
112	GeorgiaState	5	6	83	13.83	0	1.2	16.6
113	TexasA&M	5	7	100	14.29	0	1.4	20.0
114	UCLA	6	6	86	14.33	0	1.0	14.3
115	WesternMichigan	6	8	116	14.50	0	1.3	19.3
116	WakeForest	5	6	88	14.67	0	1.2	17.6
117	Duke	5	5	75	15.00	0	1.0	15.0
117	EasternMichigan	5	5	75	15.00	0	1.0	15.0
119	Charlotte	5	9	136	15.11	2	1.8	27.2
120	BYU	5	9	144	16.00	1	1.8	28.8
121	Pittsburgh	6	11	177	16.09	1	1.8	29.5
122	Buffalo	6	6	100	16.67	0	1.0	16.7
123	NorthTexas	5	6	104	17.33	1	1.2	20.8
124	UTSA	5	6	110	18.33	1	1.2	22.0
125	BallState	5	8	155	19.38	1	1.6	31.0
126	Auburn	6	8	179	22.38	0	1.3	29.8
127	Kansas	6	10	228	22.80	1	1.7	38.0
128	Oklahoma	5	1	27	27.00	0	0.2	5.4
129	Massachusetts	6	5	164	32.80	1	0.8	27.3
130	WashingtonState	5	1	69	69.00	1	0.2	13.8
