101	ArizonaState	13	23	514	22.35	0	1.8	39.5
102	Liberty	12	43	962	22.37	2	3.6	80.2
103	Illinois	12	21	470	22.38	1	1.8	39.2
104	MississippiState	13	36	806	22.39	0	2.8	62.0
105	Miami(FL)	13	24	540	22.50	0	1.8	41.5
106	Oregon	13	44	998	22.68	0	3.4	76.8
107	SMU	12	34	778	22.88	2	2.8	64.8
108	Louisiana	14	48	1106	23.04	1	3.4	79.0
109	NotreDame	13	33	762	23.09	2	2.5	58.6
110	USC	12	18	416	23.11	0	1.5	34.7
111	Akron	12	18	420	23.33	0	1.5	35.0
112	Cincinnati	13	34	799	23.50	0	2.6	61.5
113	Hawai'i	14	46	1083	23.54	0	3.3	77.4
114	NewMexicoState	12	24	570	23.75	1	2.0	47.5
115	Vanderbilt	13	16	381	23.81	0	1.2	29.3
116	WakeForest	13	46	1097	23.85	1	3.5	84.4
117	Connecticut	12	33	796	24.12	1	2.8	66.3
118	CoastalCarolina	12	43	1047	24.35	1	3.6	87.3
119	Indiana	12	32	782	24.44	0	2.7	65.2
120	Mississippi	12	41	1012	24.68	1	3.4	84.3
121	GeorgiaSouthern	13	17	420	24.71	0	1.3	32.3
122	Virginia	13	24	599	24.96	1	1.8	46.1
123	Oklahoma	14	18	453	25.17	1	1.3	32.4
124	FloridaState	12	12	305	25.42	0	1.0	25.4
125	AppalachianState	13	31	799	25.77	0	2.4	61.5
126	UCLA	12	22	572	26.00	0	1.8	47.7
127	GeorgiaTech	13	48	1261	26.27	2	3.7	97.0
128	UAB	14	5	134	26.80	0	0.4	9.6
129	Georgia	14	10	313	31.30	1	0.7	22.4
130	Stanford	13	5	166	33.20	1	0.4	12.8
